Motif,Pays Origine,Pays Destination,Distance,Facteur d'extrapolation
Services-affaires,Luxembourg,Luxembourg,12,2.799398683
Services-affaires,Luxembourg,Luxembourg,1,4.115999865
Services-affaires,Luxembourg,Luxembourg,7.1,13.6002122
Services-affaires,Luxembourg,Luxembourg,0.6,42.57486609
Services-affaires,Luxembourg,Luxembourg,0.2,3.170402517
Services-affaires,Luxembourg,Luxembourg,2.2,6.627073465
Services-affaires,Luxembourg,Luxembourg,24.6,6.126092344
Services-affaires,Luxembourg,Luxembourg,18.6,10.03291976
Services-affaires,Luxembourg,Luxembourg,1.8,4.038880928
Services-affaires,Luxembourg,Luxembourg,20.6,5.459273685
Services-affaires,Luxembourg,Luxembourg,1.4,6.25657096
Services-affaires,Luxembourg,Luxembourg,0.2,9.448615823
Services-affaires,Luxembourg,Luxembourg,0.2,9.629915081
Services-affaires,Luxembourg,Luxembourg,1.2,10.51329573
Services-affaires,Luxembourg,Luxembourg,1.2,13.21946446
Services-affaires,Luxembourg,Luxembourg,7.2,13.46387889
Services-affaires,Luxembourg,Luxembourg,39.5,14.28085938
Services-affaires,Luxembourg,Luxembourg,37.1,15.9041689
Services-affaires,Luxembourg,Luxembourg,15.6,17.24255194
Services-affaires,Luxembourg,Luxembourg,2.4,27.59862263
Services-affaires,Luxembourg,Luxembourg,37.3,32.46981377
Services-affaires,Luxembourg,Luxembourg,31.9,108.4299709
Services-affaires,Luxembourg,Luxembourg,11,1.698264568
Services-affaires,Luxembourg,Luxembourg,3,2.799398683
Services-affaires,Luxembourg,Luxembourg,1.2,189.3668162
Services-affaires,Luxembourg,Luxembourg,1.9,6.225590661
Services-affaires,Luxembourg,Luxembourg,13.5,13.80211078
Services-affaires,Luxembourg,Luxembourg,18,46.22591226
Services-affaires,Luxembourg,Luxembourg,10.3,52.0810282
Services-affaires,Luxembourg,Luxembourg,Na,103.8024495
Services-affaires,Luxembourg,Luxembourg,12.2,9.123327048
Services-affaires,Luxembourg,Luxembourg,15.9,2.044276637
Services-affaires,Luxembourg,Luxembourg,1.2,3.582829214
Services-affaires,Luxembourg,Luxembourg,4.9,4.707171875
Services-affaires,Luxembourg,Luxembourg,21.3,4.793296032
Services-affaires,Luxembourg,Luxembourg,11.4,5.824564296
Services-affaires,Luxembourg,Luxembourg,0.2,6.252960236
Services-affaires,Luxembourg,Luxembourg,0.6,6.403574423
Services-affaires,Luxembourg,Luxembourg,32.8,8.627359138
Services-affaires,Luxembourg,Luxembourg,9,9.287205536
Services-affaires,Luxembourg,Luxembourg,1.7,11.5039093
Services-affaires,Luxembourg,Luxembourg,6,14.16294798
Services-affaires,Luxembourg,Luxembourg,8,14.24661355
Services-affaires,Luxembourg,Luxembourg,17.8,16.60531933
Services-affaires,Luxembourg,Luxembourg,12.2,17.17091453
Services-affaires,Luxembourg,Luxembourg,1.2,17.44960191
Services-affaires,Luxembourg,Luxembourg,Na,19.86478002
Services-affaires,Luxembourg,Luxembourg,0.8,23.69666725
Services-affaires,Luxembourg,Luxembourg,1.5,25.27773519
Services-affaires,Luxembourg,Luxembourg,5.6,25.46446787
Services-affaires,Luxembourg,Luxembourg,12.9,31.04755246
Services-affaires,Luxembourg,Luxembourg,6.6,31.68341142
Services-affaires,Luxembourg,Luxembourg,5.8,34.57253269
Services-affaires,Luxembourg,Luxembourg,21.7,9.262274258
Services-affaires,Luxembourg,Luxembourg,2.8,13.4285512
Services-affaires,Luxembourg,Luxembourg,58,1.884720233
Services-affaires,Luxembourg,Luxembourg,17.2,5.215343623
Services-affaires,Luxembourg,Luxembourg,0.2,30.42135728
Services-affaires,Luxembourg,Luxembourg,1.1,52.46576322
Services-affaires,Luxembourg,Luxembourg,5.7,78.21619094
Services-affaires,Luxembourg,Luxembourg,37.1,5.438223094
Services-affaires,Luxembourg,Luxembourg,27,22.86294052
Services-affaires,Luxembourg,Luxembourg,22.4,3.091020762
Services-affaires,Luxembourg,Luxembourg,25.3,5.02056201
Services-affaires,Luxembourg,Luxembourg,13.6,5.464075828
Services-affaires,Luxembourg,Luxembourg,1.2,10.51329573
Services-affaires,Luxembourg,Luxembourg,Na,10.76206353
Services-affaires,Luxembourg,Luxembourg,15.5,12.38184067
Services-affaires,Luxembourg,Luxembourg,3.6,20.24034557
Services-affaires,Luxembourg,Luxembourg,3.7,53.42368599
Services-affaires,Luxembourg,Luxembourg,1.1,4.390106167
Services-affaires,Luxembourg,Luxembourg,0.6,6.608824167
Services-affaires,Luxembourg,Luxembourg,17.9,6.609641509
Services-affaires,Luxembourg,Luxembourg,29.6,10.11090358
Services-affaires,Luxembourg,Luxembourg,26.1,12.17720162
Services-affaires,Luxembourg,Luxembourg,Na,103.8024495
Services-affaires,Luxembourg,Luxembourg,Na,28.58048259
Services-affaires,Luxembourg,Luxembourg,33.8,3.471569226
Services-affaires,Luxembourg,Luxembourg,9.7,3.958395994
Services-affaires,Luxembourg,Luxembourg,12.8,5.427894641
Services-affaires,Luxembourg,Luxembourg,15.8,5.881636303
Services-affaires,Luxembourg,Luxembourg,0.2,6.252960236
Services-affaires,Luxembourg,Luxembourg,11.7,7.192512429
Services-affaires,Luxembourg,Luxembourg,Na,7.787814059
Services-affaires,Luxembourg,Luxembourg,3.8,8.160280686
Services-affaires,Luxembourg,Luxembourg,2.3,9.448615823
Services-affaires,Luxembourg,Luxembourg,3.4,10.55532133
Services-affaires,Luxembourg,Luxembourg,26.3,11.69149186
Services-affaires,Luxembourg,Luxembourg,37.3,12.66246124
Services-affaires,Luxembourg,Luxembourg,13,13.80211078
Services-affaires,Luxembourg,Luxembourg,2.5,15.81416593
Services-affaires,Luxembourg,Luxembourg,0.6,17.17836254
Services-affaires,Luxembourg,Luxembourg,23.3,19.69971073
Services-affaires,Luxembourg,Luxembourg,0.5,25.27773519
Services-affaires,Luxembourg,Luxembourg,Na,30.83057153
Services-affaires,Luxembourg,Luxembourg,4.8,45.35629343
Services-affaires,Luxembourg,Luxembourg,Na,53.83102347
Services-affaires,Luxembourg,Luxembourg,5.7,67.03570111
Services-affaires,Luxembourg,Luxembourg,0.6,6.403574423
Services-affaires,Luxembourg,Luxembourg,55.4,11.44212533
Services-affaires,Luxembourg,Luxembourg,1.4,13.1703185
Services-affaires,Luxembourg,Luxembourg,1.2,189.3668162
Services-affaires,Luxembourg,Luxembourg,11.7,2.799398683
Services-affaires,Luxembourg,Luxembourg,2.6,6.240768423
Services-affaires,Luxembourg,Luxembourg,11.5,6.581435406
Services-affaires,Luxembourg,Luxembourg,15.6,8.537083475
Services-affaires,Luxembourg,Luxembourg,Na,18.16596492
Services-affaires,Luxembourg,Luxembourg,26.6,20.88624253
Services-affaires,Luxembourg,Luxembourg,2.3,2.160786921
Services-affaires,Luxembourg,Luxembourg,11.9,8.792915325
Services-affaires,Luxembourg,Luxembourg,14.8,1.088853335
Services-affaires,Luxembourg,Luxembourg,10.6,2.616042509
Services-affaires,Luxembourg,Luxembourg,2.2,5.215343623
Services-affaires,Luxembourg,Luxembourg,15.2,5.464075828
Services-affaires,Luxembourg,Luxembourg,Na,11.16693671
Services-affaires,Luxembourg,Luxembourg,28.1,14.61959917
Services-affaires,Luxembourg,Luxembourg,13.8,24.71266475
Services-affaires,Luxembourg,Luxembourg,1.1,25.27773519
Services-affaires,Luxembourg,Luxembourg,13.1,31.04755246
Services-affaires,Luxembourg,Luxembourg,0.6,78.21619094
Services-affaires,Luxembourg,Luxembourg,1.2,10.1487134
Services-affaires,Luxembourg,Luxembourg,3.6,35.48523954
Services-affaires,Luxembourg,Luxembourg,1.4,6.25657096
Services-affaires,Luxembourg,Luxembourg,10.7,2.20114516
Services-affaires,Luxembourg,Luxembourg,24.7,4.543046088
Services-affaires,Luxembourg,Luxembourg,13.4,4.983362251
Services-affaires,Luxembourg,Luxembourg,17.3,6.301585683
Services-affaires,Luxembourg,Luxembourg,18.3,14.28085938
Services-affaires,Luxembourg,Luxembourg,0.8,15.42941189
Services-affaires,Luxembourg,Luxembourg,0.6,18.07166568
Services-affaires,Luxembourg,Luxembourg,2.2,20.01649468
Services-affaires,Luxembourg,Luxembourg,19.7,29.66901039
Services-affaires,Luxembourg,Luxembourg,Na,98.02601465
Services-affaires,Luxembourg,Luxembourg,20.3,3.091020762
Services-affaires,Luxembourg,Luxembourg,18.9,27.30149512
Services-affaires,Luxembourg,Luxembourg,5.6,1.380468532
Services-affaires,Luxembourg,Luxembourg,8.2,15.86806593
Services-affaires,Luxembourg,Luxembourg,0.2,2.160786921
Services-affaires,Luxembourg,Luxembourg,0.3,2.20114516
Services-affaires,Luxembourg,Luxembourg,0.2,9.287205536
Services-affaires,Luxembourg,Luxembourg,45.3,10.78107305
Services-affaires,Luxembourg,Luxembourg,7.3,13.0891008
Services-affaires,Luxembourg,Luxembourg,3.4,18.36012143
Services-affaires,Luxembourg,Luxembourg,1.2,46.77630969
Services-affaires,Luxembourg,Luxembourg,Na,13.7559459
Services-affaires,Luxembourg,Luxembourg,8.7,22.67472847
Services-affaires,Luxembourg,Luxembourg,2.2,10.79792995
Services-affaires,Luxembourg,Luxembourg,16.3,2.841551931
Services-affaires,Luxembourg,Luxembourg,3.4,3.633353124
Services-affaires,Luxembourg,Luxembourg,3.1,4.247302566
Services-affaires,Luxembourg,Luxembourg,5.1,6.581435406
Services-affaires,Luxembourg,Luxembourg,11.3,8.670816368
Services-affaires,Luxembourg,Luxembourg,35.6,12.66246124
Services-affaires,Luxembourg,Luxembourg,0.8,13.43124828
Services-affaires,Luxembourg,Luxembourg,2.4,34.57253269
Services-affaires,Luxembourg,Luxembourg,2.7,99.18271382
Services-affaires,Luxembourg,Luxembourg,21.2,9.262274258
Services-affaires,Luxembourg,Luxembourg,5.1,44.68505199
Services-affaires,Luxembourg,Luxembourg,5.6,7.308583092
Services-affaires,Luxembourg,Luxembourg,23,5.87019855
Services-affaires,Luxembourg,Luxembourg,21.7,8.976909987
Services-affaires,Luxembourg,Luxembourg,2.5,9.409385736
Services-affaires,Luxembourg,Luxembourg,0.8,9.448615823
Services-affaires,Luxembourg,Luxembourg,1.4,11.44212533
Services-affaires,Luxembourg,Luxembourg,Na,11.53641094
Services-affaires,Luxembourg,Luxembourg,28.4,29.54779334
Services-affaires,Luxembourg,Luxembourg,24.4,33.71714287
Services-affaires,Luxembourg,Luxembourg,27.2,35.69827927
Services-affaires,Luxembourg,Luxembourg,Na,57.16968722
Services-affaires,Luxembourg,Luxembourg,15.3,39.18020622
Services-affaires,Luxembourg,Luxembourg,42,5.971382024
Services-affaires,Luxembourg,Luxembourg,1.1,119.6962787
Services-affaires,Luxembourg,Luxembourg,25.1,1.455924435
Services-affaires,Allemagne,Luxembourg,13,6.609641509
Services-affaires,Luxembourg,Luxembourg,21.9,6.843441005
Services-affaires,Luxembourg,Luxembourg,30,8.627359138
Services-affaires,Luxembourg,Luxembourg,9.5,10.47415452
Services-affaires,Luxembourg,Luxembourg,1.2,10.51329573
Services-affaires,Luxembourg,Luxembourg,16.5,11.43570749
Services-affaires,Luxembourg,Luxembourg,1.4,32.69393351
Services-affaires,Luxembourg,Luxembourg,5.2,42.56967653
Services-affaires,Luxembourg,Luxembourg,0.6,78.21619094
Services-affaires,Luxembourg,Luxembourg,1.6,11.97334073
Services-affaires,Luxembourg,Luxembourg,0.7,244.5073735
Services-affaires,Luxembourg,Luxembourg,Na,50.83907926
Services-affaires,Luxembourg,Luxembourg,52.7,13.10570193
Services-affaires,Luxembourg,Luxembourg,14.3,14.34433607
Services-affaires,Luxembourg,Luxembourg,40.3,20.48134823
Services-affaires,Luxembourg,Luxembourg,0.8,38.88647126
Services-affaires,Luxembourg,Luxembourg,0.8,73.89054647
Services-affaires,Luxembourg,Luxembourg,17.3,10.72382855
Services-affaires,Luxembourg,Luxembourg,37,3.760451638
Services-affaires,Luxembourg,Luxembourg,52.6,27.61318543
Services-affaires,Luxembourg,Luxembourg,29.9,63.72732553
Services-affaires,Luxembourg,Luxembourg,Na,8.503182361
Services-affaires,Luxembourg,Luxembourg,45.2,34.3081805
Services-affaires,Luxembourg,Luxembourg,31.5,1.586605036
Services-affaires,Belgique,Luxembourg,56.7,3.149336388
Services-affaires,Luxembourg,Luxembourg,69.5,5.215343623
Services-affaires,Luxembourg,Luxembourg,Na,5.754009943
Services-affaires,Luxembourg,Luxembourg,0.9,6.241136813
Services-affaires,Luxembourg,Luxembourg,1.4,6.43052381
Services-affaires,Luxembourg,Luxembourg,1.2,6.480746619
Services-affaires,Luxembourg,Luxembourg,18.8,7.396496322
Services-affaires,Luxembourg,Luxembourg,6.2,7.682040332
Services-affaires,Luxembourg,Luxembourg,19.5,9.583037365
Services-affaires,Luxembourg,Luxembourg,Na,10.54277728
Services-affaires,Luxembourg,Luxembourg,1.2,10.55017297
Services-affaires,Luxembourg,Luxembourg,1.2,13.1703185
Services-affaires,Luxembourg,Luxembourg,3.1,14.28085938
Services-affaires,Allemagne,Luxembourg,48.5,17.17836254
Services-affaires,Luxembourg,Luxembourg,7.7,18.29683671
Services-affaires,Luxembourg,Luxembourg,24,18.4360564
Services-affaires,Luxembourg,Luxembourg,33.9,20.15760938
Services-affaires,Luxembourg,Luxembourg,2.5,21.58044353
Services-affaires,Luxembourg,Luxembourg,12.6,24.11188148
Services-affaires,Luxembourg,Luxembourg,5,26.98933359
Services-affaires,Luxembourg,Luxembourg,8.2,43.16088706
Services-affaires,Luxembourg,Luxembourg,1.2,57.56919179
Services-affaires,Luxembourg,Luxembourg,5.7,67.03570111
Services-affaires,Luxembourg,Luxembourg,5,3.582829214
Services-affaires,Luxembourg,Luxembourg,15,6.783872488
Services-affaires,Luxembourg,Luxembourg,23.2,18.18064442
Services-affaires,Luxembourg,Luxembourg,11.7,21.65700919
Services-affaires,Luxembourg,Luxembourg,3.1,24.66468876
Services-affaires,Luxembourg,Luxembourg,10.1,46.77630969
Services-affaires,Luxembourg,Luxembourg,4.5,13.4285512
Services-affaires,Luxembourg,Luxembourg,10.2,20.47123898
Services-affaires,Luxembourg,Luxembourg,16.1,8.012087425
Services-affaires,Luxembourg,Luxembourg,4.4,4.390106167
Services-affaires,Luxembourg,Luxembourg,10.8,4.920106244
Services-affaires,Luxembourg,Luxembourg,24.2,5.02056201
Services-affaires,Luxembourg,Luxembourg,1.2,10.51329573
Services-affaires,Luxembourg,Luxembourg,11.4,13.21452491
Services-affaires,Luxembourg,Luxembourg,8.4,13.21946446
Services-affaires,Luxembourg,Luxembourg,11,14.76512734
Services-affaires,Luxembourg,Luxembourg,0.3,21.33104327
Services-affaires,Luxembourg,Luxembourg,8.6,22.67472847
Services-affaires,Luxembourg,Luxembourg,1.3,28.27716995
Services-affaires,Luxembourg,Luxembourg,8.1,52.46576322
Services-affaires,Luxembourg,Luxembourg,0.6,62.69904036
Services-affaires,Luxembourg,Luxembourg,10.7,102.0120756
Services-affaires,Luxembourg,Luxembourg,22.4,9.287205536
Services-affaires,Luxembourg,Luxembourg,1.8,12.20978901
Services-affaires,Luxembourg,Luxembourg,25.9,3.309512676
Services-affaires,Luxembourg,Luxembourg,23.1,3.285446329
Services-affaires,Luxembourg,Luxembourg,Na,7.758868964
Services-affaires,Luxembourg,Luxembourg,51.4,9.086381059
Services-affaires,Luxembourg,Luxembourg,19.4,22.75104904
Services-affaires,Luxembourg,Luxembourg,19.4,37.87792885
Services-affaires,Luxembourg,Luxembourg,Na,79.92803044
Services-affaires,Luxembourg,Luxembourg,21,3.69150819
Services-affaires,Luxembourg,Luxembourg,10.3,3.818141869
Services-affaires,Luxembourg,Luxembourg,39.7,5.464075828
Services-affaires,Luxembourg,Luxembourg,0.2,5.881636303
Services-affaires,Luxembourg,Luxembourg,18.9,9.332165019
Services-affaires,Luxembourg,Luxembourg,1.3,10.34599667
Services-affaires,Luxembourg,Luxembourg,Na,12.64701092
Services-affaires,Luxembourg,Luxembourg,23.8,16.60531933
Services-affaires,Luxembourg,Luxembourg,12.6,21.60726892
Services-affaires,Luxembourg,Luxembourg,35.7,30.42135728
Services-affaires,Luxembourg,Luxembourg,9.4,32.60560243
Services-affaires,Luxembourg,Luxembourg,12.8,35.81706856
Services-affaires,Luxembourg,Luxembourg,1.2,53.20676383
Services-affaires,Luxembourg,Luxembourg,22.9,63.65612448
Services-affaires,Luxembourg,Luxembourg,1.4,4.805984166
Services-affaires,Luxembourg,Luxembourg,9.3,3.818141869
Services-affaires,Luxembourg,Luxembourg,10.6,4.357210356
Services-affaires,Luxembourg,Luxembourg,11.8,7.971101998
Services-affaires,Luxembourg,Luxembourg,15.8,64.01340921
Services-affaires,Luxembourg,Luxembourg,1.7,2.259659349
Services-affaires,Luxembourg,Luxembourg,2.3,2.572879536
Services-affaires,Luxembourg,Luxembourg,35.1,6.949038409
Services-affaires,Luxembourg,Luxembourg,8,20.47123898
Services-affaires,Luxembourg,Luxembourg,0.6,21.58044353
Services-affaires,Luxembourg,Luxembourg,22.5,21.65700919
Services-affaires,Luxembourg,Luxembourg,13.8,24.71266475
Services-affaires,Luxembourg,Luxembourg,1.1,38.14181359
Services-affaires,Luxembourg,Luxembourg,6.7,50.14862862
Services-affaires,Luxembourg,Luxembourg,12.5,70.98111197
Services-affaires,Luxembourg,Luxembourg,5.4,78.21619094
Services-affaires,Luxembourg,Luxembourg,0.2,2.087521307
Services-affaires,Luxembourg,Luxembourg,1.8,43.32962485
Services-affaires,Luxembourg,Luxembourg,16.8,6.301585683
Services-affaires,Luxembourg,Luxembourg,1.7,6.361667561
Services-affaires,Luxembourg,Luxembourg,11.7,6.783872488
Services-affaires,Luxembourg,Luxembourg,14.5,8.976909987
Services-affaires,Luxembourg,Luxembourg,26.5,9.714219165
Services-affaires,Luxembourg,Luxembourg,0.6,10.1487134
Services-affaires,Luxembourg,Luxembourg,21.3,11.20760489
Services-affaires,Luxembourg,Luxembourg,4.8,21.33104327
Services-affaires,Luxembourg,Luxembourg,6.4,21.58044353
Services-affaires,Luxembourg,Luxembourg,15.4,32.57161527
Services-affaires,Luxembourg,Luxembourg,21.6,35.55231182
Services-affaires,Luxembourg,Luxembourg,22.1,52.0810282
Services-affaires,Luxembourg,Luxembourg,7.2,110.4419564
Services-affaires,Luxembourg,Luxembourg,1,127.2692529
Services-affaires,Luxembourg,Luxembourg,24.2,6.174849505
Services-affaires,Luxembourg,Luxembourg,23.6,11.96386581
Services-affaires,Luxembourg,Luxembourg,3.7,61.54548274
Services-affaires,Luxembourg,Luxembourg,0.2,4.786740925
Services-affaires,Luxembourg,Luxembourg,1.7,6.103786537
Services-affaires,Luxembourg,Luxembourg,6.9,10.79838235
Services-affaires,Luxembourg,Luxembourg,38.4,21.13239969
Services-affaires,Luxembourg,Luxembourg,14.6,39.79588123
Services-affaires,Luxembourg,Luxembourg,4.1,2.34807942
Services-affaires,Luxembourg,Luxembourg,10.8,3.68818477
Services-affaires,Luxembourg,Luxembourg,1.2,4.038880928
Services-affaires,Luxembourg,Luxembourg,13.7,5.081135166
Services-affaires,Luxembourg,Luxembourg,16.6,5.611220505
Services-affaires,Luxembourg,Luxembourg,0.2,5.971382024
Services-affaires,Luxembourg,Luxembourg,15.4,6.416031847
Services-affaires,Luxembourg,Luxembourg,15.5,7.467026935
Services-affaires,Luxembourg,Luxembourg,2.5,9.409385736
Services-affaires,Luxembourg,Luxembourg,14.7,9.541771903
Services-affaires,Luxembourg,Luxembourg,Na,10.54277728
Services-affaires,Luxembourg,Luxembourg,24.5,11.44212533
Services-affaires,Luxembourg,Luxembourg,24.6,11.69149186
Services-affaires,Luxembourg,Luxembourg,21.6,11.6938562
Services-affaires,Luxembourg,Luxembourg,2.1,12.47723087
Services-affaires,Luxembourg,Luxembourg,9.2,13.46387889
Services-affaires,Luxembourg,Luxembourg,18.1,13.63845058
Services-affaires,Luxembourg,Luxembourg,1.5,14.61959917
Services-affaires,Luxembourg,Luxembourg,2.6,21.89732287
Services-affaires,Luxembourg,Luxembourg,7.4,29.1290976
Services-affaires,Luxembourg,Luxembourg,24.2,29.66901039
Services-affaires,Luxembourg,Luxembourg,3.1,40.07830833
Services-affaires,Luxembourg,Luxembourg,13.3,45.35629343
Services-affaires,Luxembourg,Luxembourg,1.1,46.24585729
Services-affaires,Luxembourg,Luxembourg,1,99.18271382
Services-affaires,Luxembourg,Luxembourg,Na,323.6668453
Services-affaires,Luxembourg,Luxembourg,3.2,12.5170697
Services-affaires,Luxembourg,Luxembourg,12.3,13.19193931
Services-affaires,Luxembourg,Luxembourg,21.6,6.609641509
Services-affaires,Luxembourg,Luxembourg,23.8,17.24836797
Services-affaires,Luxembourg,Luxembourg,7.6,20.47123898
Services-affaires,Luxembourg,Luxembourg,0.6,22.67472847
Services-affaires,Luxembourg,Luxembourg,4,40.12834755
Services-affaires,Luxembourg,Luxembourg,1.2,5.87019855
Services-affaires,Belgique,Luxembourg,219.4,5.874316455
Services-affaires,Luxembourg,Luxembourg,26.2,3.568753855
Services-affaires,Luxembourg,Luxembourg,1.2,3.582829214
Services-affaires,Luxembourg,Luxembourg,2.4,4.390106167
Services-affaires,Luxembourg,Luxembourg,0.6,6.419893175
Services-affaires,Luxembourg,Luxembourg,1,6.783872488
Services-affaires,Luxembourg,Luxembourg,20.5,8.270237964
Services-affaires,Luxembourg,Luxembourg,Na,8.627359138
Services-affaires,Luxembourg,Luxembourg,5.5,8.976909987
Services-affaires,Luxembourg,Luxembourg,0.6,10.1487134
Services-affaires,Luxembourg,Luxembourg,14.3,17.22447345
Services-affaires,Luxembourg,Luxembourg,10.2,18.08539523
Services-affaires,Luxembourg,Luxembourg,32.7,19.67994207
Services-affaires,Luxembourg,Luxembourg,17.6,20.48134823
Services-affaires,Luxembourg,Luxembourg,12,51.16450318
Services-affaires,Luxembourg,Luxembourg,2.2,52.46576322
Services-affaires,Luxembourg,Luxembourg,12.2,28.1731522
Services-affaires,Luxembourg,Luxembourg,2,2.799398683
Services-affaires,Luxembourg,Luxembourg,16.3,2.841551931
Services-affaires,Luxembourg,Luxembourg,6,5.691388983
Services-affaires,Luxembourg,Luxembourg,4.7,6.783872488
Services-affaires,Luxembourg,Luxembourg,17.1,8.726067201
Services-affaires,Luxembourg,Luxembourg,5.9,9.629915081
Services-affaires,Luxembourg,Luxembourg,1.1,10.37857029
Services-affaires,Luxembourg,Luxembourg,1.2,10.51329573
Services-affaires,Luxembourg,Luxembourg,28.7,10.53490271
Services-affaires,Luxembourg,Luxembourg,10.2,13.21452491
Services-affaires,Luxembourg,Luxembourg,10.1,18.4360564
Services-affaires,Luxembourg,Luxembourg,11.6,20.47123898
Services-affaires,Luxembourg,Luxembourg,21.9,21.03692029
Services-affaires,Luxembourg,Luxembourg,30.9,25.46446787
Services-affaires,Luxembourg,Luxembourg,48.4,26.23288161
Services-affaires,Luxembourg,Luxembourg,1.7,28.10000674
Services-affaires,Luxembourg,Luxembourg,Na,32.68034765
Services-affaires,Luxembourg,Luxembourg,16.1,35.28942543
Services-affaires,Luxembourg,Luxembourg,21.5,56.43421293
Services-affaires,Luxembourg,Luxembourg,19.1,134.5367084
Services-affaires,Luxembourg,Luxembourg,22.7,2.259659349
Services-affaires,Luxembourg,Luxembourg,31.4,10.58114543
Services-affaires,Luxembourg,Luxembourg,11.5,15.98525999
Services-affaires,Luxembourg,Luxembourg,24.9,19.26549387
Services-affaires,Luxembourg,Luxembourg,12.9,31.04755246
Services-affaires,Luxembourg,Luxembourg,9.7,105.0903838
Services-affaires,Luxembourg,Luxembourg,14.5,3.555679738
Services-affaires,Luxembourg,Luxembourg,3.7,3.690000292
Services-affaires,Luxembourg,Luxembourg,17.6,5.141836783
Services-affaires,Luxembourg,Luxembourg,13.1,8.995143498
Services-affaires,Luxembourg,Luxembourg,2.3,9.456900861
Services-affaires,Luxembourg,Luxembourg,0.2,18.18064442
Services-affaires,Luxembourg,Luxembourg,0.6,21.33104327
Services-affaires,Luxembourg,Luxembourg,15.5,39.13430511
Services-affaires,Luxembourg,Luxembourg,Na,50.14862862
Services-affaires,Luxembourg,Luxembourg,2.2,78.21619094
Services-affaires,Luxembourg,Luxembourg,1.6,3.115125623
Services-affaires,Luxembourg,Luxembourg,0.6,3.952408947
Services-affaires,Luxembourg,Luxembourg,3.5,5.069742753
Services-affaires,Luxembourg,Luxembourg,16.6,5.611220505
Services-affaires,Luxembourg,Luxembourg,5.9,6.162688818
Services-affaires,Luxembourg,Luxembourg,3,6.241136813
Services-affaires,Luxembourg,Luxembourg,8.7,8.995143498
Services-affaires,Luxembourg,Luxembourg,1.2,9.824542833
Services-affaires,Luxembourg,Luxembourg,17.3,14.16294798
Services-affaires,Luxembourg,Luxembourg,10,18.4360564
Services-affaires,Luxembourg,Luxembourg,3.6,20.73329583
Services-affaires,Luxembourg,Luxembourg,8,20.97578653
Services-affaires,Luxembourg,Luxembourg,21.9,30.42135728
Services-affaires,Luxembourg,Luxembourg,13.1,34.70719867
Services-affaires,Luxembourg,Luxembourg,5.3,37.86675446
Services-affaires,Luxembourg,Luxembourg,48.6,41.18866933
Services-affaires,Luxembourg,Luxembourg,Na,47.64136857
Services-affaires,Luxembourg,Luxembourg,14.6,61.0977166
Services-affaires,Luxembourg,Luxembourg,2,3.643287252
Services-affaires,Luxembourg,Luxembourg,23,3.177408389
Services-affaires,Luxembourg,Luxembourg,4.2,18.4360564
Services-affaires,Luxembourg,Luxembourg,18.4,27.95288651
Services-affaires,Luxembourg,Luxembourg,29.1,3.788816809
Services-affaires,Luxembourg,Luxembourg,1.2,4.038880928
Services-affaires,Luxembourg,Luxembourg,24.1,5.215343623
Services-affaires,Luxembourg,Luxembourg,1.1,5.971382024
Services-affaires,Luxembourg,Luxembourg,10.1,6.827628514
Services-affaires,Luxembourg,Luxembourg,Na,8.627359138
Services-affaires,Luxembourg,Luxembourg,7,11.69149186
Services-affaires,Luxembourg,Luxembourg,22.2,12.8483475
Services-affaires,Luxembourg,Luxembourg,55.7,13.1703185
Services-affaires,Luxembourg,Luxembourg,33.7,17.17091453
Services-affaires,Luxembourg,Luxembourg,6.9,17.96639464
Services-affaires,Luxembourg,Luxembourg,36,20.48134823
Services-affaires,Luxembourg,Luxembourg,19.4,23.69666725
Services-affaires,Luxembourg,Luxembourg,Na,50.83907926
Services-affaires,Luxembourg,Luxembourg,8.9,52.46576322
Services-affaires,Luxembourg,Luxembourg,14.1,9.287205536
Services-affaires,Luxembourg,Luxembourg,8.4,12.5170697
Services-affaires,Luxembourg,Luxembourg,16.9,37.98731957
Services-affaires,Luxembourg,Luxembourg,1.2,3.582829214
Services-affaires,Luxembourg,Luxembourg,21.3,8.160280686
Services-affaires,Luxembourg,Luxembourg,5.5,11.5039093
Services-affaires,Luxembourg,Luxembourg,18.9,12.47723087
Services-affaires,Luxembourg,Luxembourg,40,12.66246124
Services-affaires,Luxembourg,Luxembourg,19.3,13.22767478
Services-affaires,Luxembourg,Luxembourg,1.5,14.61959917
Services-affaires,Luxembourg,Luxembourg,35.4,19.32358961
Services-affaires,Luxembourg,Luxembourg,0.8,38.88647126
Services-affaires,Luxembourg,Luxembourg,0.6,44.43772038
Services-affaires,Luxembourg,Luxembourg,4,48.81644581
Services-affaires,Luxembourg,Luxembourg,0.9,4.390106167
Services-affaires,Luxembourg,Luxembourg,20.9,5.141836783
Services-affaires,Luxembourg,Luxembourg,3.1,11.44212533
Services-affaires,Luxembourg,Luxembourg,21,11.6938562
Services-affaires,Luxembourg,Luxembourg,0.8,35.48523954
Services-affaires,Luxembourg,Luxembourg,1.1,43.35405494
Services-affaires,Luxembourg,Luxembourg,Na,53.76997994
Services-affaires,Luxembourg,Luxembourg,0.6,3.690000292
Services-affaires,Luxembourg,Luxembourg,2,6.162688818
Services-affaires,Luxembourg,Luxembourg,35.7,11.69149186
Services-affaires,Luxembourg,Luxembourg,12,14.36832786
